 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   308.000  -30.0000   -2.9102   -2.9102   -2.9102
   309.000  -30.0000   -3.0691   -3.0691   -3.0691
   310.000  -30.0000   -3.2327   -3.2327   -3.2327
   311.000  -30.0000   -3.4011   -3.4011   -3.4011
   312.000  -30.0000   -3.5744   -3.5744   -3.5744
   313.000  -30.0000   -3.7527   -3.7527   -3.7527
   314.000  -30.0000   -3.9360   -3.9360   -3.9360
   315.000  -30.0000   -4.1246   -4.1246   -4.1246
   316.000  -30.0000   -4.3186   -4.3186   -4.3186
   317.000  -30.0000   -4.5180   -4.5180   -4.5180
   318.000  -30.0000   -4.7231   -4.7231   -4.7231
   319.000  -30.0000   -4.9340   -4.9340   -4.9340
   320.000  -30.0000   -5.1509   -5.1509   -5.1509
   321.000  -30.0000   -5.3740   -5.3740   -5.3740
   322.000  -30.0000   -5.6036   -5.6036   -5.6036
   323.000  -30.0000   -5.8398   -5.8398   -5.8398
   324.000  -30.0000   -6.0831   -6.0831   -6.0831
   325.000  -30.0000   -6.3336   -6.3336   -6.3336
   326.000  -30.0000   -6.5917   -6.5917   -6.5917
   327.000  -30.0000   -6.8578   -6.8578   -6.8578
   328.000  -30.0000   -7.1323   -7.1323   -7.1323
   329.000  -30.0000   -7.4157   -7.4157   -7.4157
   330.000  -30.0000   -7.7085   -7.7085   -7.7085
   331.000  -30.0000   -8.0111   -8.0111   -8.0111
   332.000  -30.0000   -8.3243   -8.3243   -8.3243
   333.000  -30.0000   -8.6488   -8.6488   -8.6488
   334.000  -30.0000   -8.9853   -8.9853   -8.9853
   335.000  -30.0000   -9.3348   -9.3348   -9.3348
   336.000  -30.0000   -9.6982   -9.6982   -9.6982
   337.000  -30.0000  -10.0767  -10.0767  -10.0767
   338.000  -30.0000  -10.4716  -10.4716  -10.4716
   339.000  -30.0000  -10.8844  -10.8844  -10.8844
   340.000  -30.0000  -11.3168  -11.3168  -11.3168
   341.000  -30.0000  -11.7707  -11.7707  -11.7707
   342.000  -30.0000  -12.2485  -12.2485  -12.2485
   343.000  -30.0000  -12.7530  -12.7530  -12.7530
   344.000  -30.0000  -13.2872  -13.2872  -13.2872
   345.000  -30.0000  -13.8552  -13.8552  -13.8552
   346.000  -30.0000  -14.4616  -14.4616  -14.4616
   347.000  -30.0000  -15.1120  -15.1120  -15.1120
   348.000  -30.0000  -15.8135  -15.8135  -15.8135
   349.000  -30.0000  -16.5752  -16.5752  -16.5752
   350.000  -30.0000  -17.4085  -17.4085  -17.4085
   351.000  -30.0000  -18.3287  -18.3287  -18.3287
   352.000  -30.0000  -19.3563  -19.3563  -19.3563
   353.000  -30.0000  -20.5202  -20.5202  -20.5202
   354.000  -30.0000  -21.8627  -21.8627  -21.8627
   355.000  -30.0000  -23.4493  -23.4493  -23.4493
   356.000  -30.0000  -25.3900  -25.3900  -25.3900
   357.000  -30.0000  -27.8907  -27.8907  -27.8907
   358.000  -30.0000  -30.0000  -30.0000  -30.0000
   359.000  -30.0000  -30.0000  -30.0000  -30.0000
   360.000  -30.0000  -30.0000  -30.0000  -30.0000




