 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   323.000  -12.9895   -7.8327   -5.6710  -11.8272
   324.000  -12.9253   -7.4017   -5.4030  -11.1634
   325.000  -12.8607   -6.9858   -5.1419  -10.5325
   326.000  -12.7958   -6.5846   -4.8877   -9.9322
   327.000  -12.7307   -6.1976   -4.6406   -9.3607
   328.000  -12.6653   -5.8246   -4.4008   -8.8161
   329.000  -12.5997   -5.4652   -4.1685   -8.2968
   330.000  -12.5341   -5.1190   -3.9437   -7.8014
   331.000  -12.4684   -4.7858   -3.7267   -7.3285
   332.000  -12.4027   -4.4654   -3.5175   -6.8770
   333.000  -12.3372   -4.1574   -3.3163   -6.4457
   334.000  -12.2717   -3.8617   -3.1232   -6.0337
   335.000  -12.2064   -3.5781   -2.9382   -5.6401
   336.000  -12.1414   -3.3063   -2.7614   -5.2640
   337.000  -12.0767   -3.0461   -2.5931   -4.9049
   338.000  -12.0123   -2.7975   -2.4331   -4.5620
   339.000  -11.9484   -2.5602   -2.2817   -4.2347
   340.000  -11.8848   -2.3341   -2.1389   -3.9225
   341.000  -11.8218   -2.1191   -2.0047   -3.6249
   342.000  -11.7594   -1.9151   -1.8793   -3.3414
   343.000  -11.6976   -1.7218   -1.7627   -3.0716
   344.000  -11.6364   -1.5393   -1.6551   -2.8151
   345.000  -11.5759   -1.3674   -1.5564   -2.5716
   346.000  -11.5161   -1.2060   -1.4667   -2.3407
   347.000  -11.4571   -1.0550   -1.3862   -2.1221
   348.000  -11.3990   -0.9144   -1.3148   -1.9155
   349.000  -11.3417   -0.7841   -1.2527   -1.7207
   350.000  -11.2853   -0.6640   -1.1999   -1.5375
   351.000  -11.2299   -0.5541   -1.1566   -1.3655
   352.000  -11.1754   -0.4542   -1.1227   -1.2047
   353.000  -11.1219   -0.3644   -1.0984   -1.0547
   354.000  -11.0695   -0.2845   -1.0837   -0.9154
   355.000  -11.0181   -0.2146   -1.0788   -0.7866
   356.000  -10.9678   -0.1545   -1.0837   -0.6681
   357.000  -10.9186   -0.1043   -1.0985   -0.5598
   358.000  -10.8705   -0.0640   -1.1233   -0.4616
   359.000  -10.8236   -0.0334   -1.1583   -0.3732
   360.000  -10.7779   -0.0125   -1.2035   -0.2945




